Town,State/Province,Number,Latitude,Longitude,Date
Fairhaven,MA,49,41.6,-70.9,9/25/2019
Cumberland Foreside,ME,33,43.7,-70.2,9/25/2019
Southampton,NY,900,40.9,-72.4,9/25/2019
Perryton,TX,1500,36.4,-100.8,9/25/2019
Amherstburg,ON,42,42,-83,9/25/2019
Mcveytown,PA,522,40.5,-77.8,9/25/2019
Media,PA,138,39.9,-75.4,9/25/2019
New Ringgold,PA,37,40.6,-76,9/25/2019
Litchfield,CT,7,41.7,-73.2,9/25/2019
Zionsville,IN,30,40,-86.3,9/24/2019
Toronto,ON,153,43.6,-79.4,9/24/2019
Traverse City,MI,12,44.8,-85.6,9/24/2019
Ocean City,MD,25,38.4,-75.1,9/24/2019
Milford,CT,75,41.2,-73.1,9/24/2019
Round Pond,ME,500,43.9,-69.5,9/24/2019
Pinconning,MI,28,43.9,-83.9,9/24/2019
Burlington,ON,50,43.4,-79.8,9/24/2019
Ocean City,MD,200,38.3,-75.1,9/24/2019
Harrisville,MI,196,44.6,-83.3,9/24/2019
Bay Shore,NY,175,40.6,-73.2,9/24/2019
Cape May Point,NJ,1000,38.9,-75,9/24/2019
Connellsville,PA,55,40,-79.6,9/24/2019
Proctorsville,VT,100,43.5,-72.6,9/24/2019
Burlington,ON,42,43.3,-79.8,9/24/2019
Amherstburg,ON,82,42,-83,9/24/2019
Mcveytown,PA,38,40.5,-77.8,9/24/2019
Media,PA,47,39.9,-75.4,9/24/2019
New Ringgold,PA,141,40.6,-76,9/24/2019
Litchfield,CT,8,41.7,-73.2,9/24/2019
Clive,IA,20,41.6,-93.8,9/23/2019
Saint Joseph,MO,100,39.8,-94.8,9/23/2019
Minneapolis,MN,150,44.9,-93.3,9/23/2019
Kankakee,IL,97,41.1,-87.9,9/23/2019
Des Moines,IA,75,41.6,-93.6,9/23/2019
Trempealeau,WI,35,44.1,-91.5,9/23/2019
Manistique,MI,200,46,-86.1,9/23/2019
Harrisville,MI,759,44.6,-83.3,9/23/2019
Bay Shore,NY,75,40.6,-73.2,9/23/2019
Gladbrook,IA,320,42.2,-92.7,9/23/2019
Ames,IA,200,42,-93.6,9/23/2019
Toulon,IL,300,41.2,-89.9,9/23/2019
Blue Hill,ME,50,44.4,-68.6,9/23/2019
Custer,WI,32,44.5,-89.4,9/23/2019
Canton,IL,239,40.6,-90.1,9/23/2019
Saint Paul,MN,100,45,-93.1,9/23/2019
Mason City,IL,403,40.2,-89.6,9/23/2019
Gibson City,IL,200,40.4,-88.3,9/23/2019
Amherstburg,ON,21,42,-83,9/23/2019
Mcveytown,PA,31,40.5,-77.8,9/23/2019
Media,PA,15,39.9,-75.4,9/23/2019
New Ringgold,PA,63,40.6,-76,9/23/2019
Litchfield,CT,4,41.7,-73.2,9/23/2019
Lutherville Timonium,MD,9,39.4,-76.6,9/22/2019
Sidney,OH,26,40.3,-84.2,9/22/2019
Egan,SD,200,44,-96.7,9/22/2019
Montague,MI,73,43.5,-86.5,9/22/2019
Bay Shore,NY,100,40.6,-73.2,9/22/2019
Burlington,ON,71,43.3,-79.8,9/22/2019
Voorheesville,NY,43,42.6,-74,9/22/2019
Amherstburg,ON,3,42,-83,9/22/2019
Mcveytown,PA,138,40.5,-77.8,9/22/2019
Media,PA,46,39.9,-75.4,9/22/2019
New Ringgold,PA,80,40.6,-76,9/22/2019
Litchfield,CT,4,41.7,-73.2,9/22/2019
Toronto,ON,40,43.7,-79.4,9/21/2019
Stafford,VA,25,38.5,-77.4,9/21/2019
Grand Haven,MI,50,43,-86.2,9/21/2019
Itasca,IL,5,42,-88,9/21/2019
Toronto,ON,23,43.6,-79.4,9/21/2019
Burlington,CT,12,41.8,-73,9/21/2019
Bay Shore,NY,100,40.6,-73.2,9/21/2019
Manhattan,IL,1000,41.5,-88,9/21/2019
Lindon,CO,16,39.9,-103.3,9/21/2019
Wakeeney,KS,150,39.1,-99.7,9/21/2019
Ohara Twp,PA,20,40.5,-79.9,9/21/2019
Grimes,IA,300,41.7,-93.8,9/21/2019
Voorheesville,NY,22,42.6,-74,9/21/2019
Amherstburg,ON,24,42,-83,9/21/2019
Mcveytown,PA,37,40.5,-77.8,9/21/2019
Media,PA,27,39.9,-75.4,9/21/2019
New Ringgold,PA,56,40.6,-76,9/21/2019
Litchfield,CT,5,41.7,-73.2,9/21/2019
Madison,CT,126,41.3,-72.6,9/20/2019
Urbana,IL,314,40.1,-88.2,9/20/2019
Rochester,MN,100,44,-92.5,9/20/2019
Itasca,IL,6,42,-88,9/20/2019
Crete,IL,81,41.5,-87.6,9/20/2019
Pine Grove,PA,10,40.5,-76.5,9/20/2019
Norwalk,IA,300,41.5,-93.7,9/20/2019
Toronto,ON,500,43.7,-79.4,9/20/2019
Fennville,MI,200,42.6,-86.1,9/20/2019
Montague,MI,125,43.5,-86.5,9/20/2019
Garnavillo,IA,15,42.9,-91.1,9/20/2019
Decatur,IL,50,39.8,-88.9,9/20/2019
Champaign,IL,60,40.1,-88.3,9/20/2019
Voorheesville,NY,45,42.6,-74,9/20/2019
Amherstburg,ON,15,42,-83,9/20/2019
Mcveytown,PA,48,40.5,-77.8,9/20/2019
Media,PA,26,39.9,-75.4,9/20/2019
New Ringgold,PA,15,40.6,-76,9/20/2019
Litchfield,CT,9,41.7,-73.2,9/20/2019
Gould City,MI,100,46.1,-85.8,9/19/2019
Ludlow,IL,290,40.4,-88.1,9/19/2019
Village of Kohler,WI,35,43.7,-87.8,9/19/2019
South Haven,MI,100,42.5,-86.2,9/19/2019
Fergus Falls,MN,25,46.3,-96.1,9/19/2019
Indianapolis,IN,24,39.8,-86.2,9/19/2019
Avon,IN,16,39.8,-86.4,9/19/2019
Greenfield,IN,8,39.8,-85.8,9/19/2019
Hobart,IN,20,41.5,-87.3,9/19/2019
Carthage,IN,10,39.7,-85.6,9/19/2019
Knightstown,IN,20,39.8,-85.5,9/19/2019
Munster,IN,300,41.6,-87.5,9/19/2019
Knightstown,IN,10,39.8,-85.5,9/19/2019
Manteno,IL,116,41.3,-87.8,9/19/2019
Dyer,IN,1000,41.5,-87.5,9/19/2019
Tawas City,MI,19,44.2,-83.6,9/19/2019
Beverly Shores,IN,2000,41.7,-87,9/19/2019
Mokena,IL,3000,41.5,-87.9,9/19/2019
Remington,IN,2000,40.8,-87.2,9/19/2019
Sidney,IL,100,40,-88.1,9/19/2019
Schererville,IN,500,41.5,-87.4,9/19/2019
Wagner,SD,1000,43,-98.3,9/19/2019
Hammond,IN,143,41.6,-87.5,9/19/2019
Voorheesville,NY,22,42.6,-74,9/19/2019
Amherstburg,ON,80,42,-83,9/19/2019
Mcveytown,PA,39,40.5,-77.8,9/19/2019
Media,PA,17,39.9,-75.4,9/19/2019
Litchfield,CT,11,41.7,-73.2,9/19/2019
Michigan City,IN,1000,41.8,-86.8,9/18/2019
Indianapolis city balance,IN,10,39.8,-86.2,9/18/2019
Anderson,IN,7,40.1,-85.7,9/18/2019
Muncie,IN,20,40.2,-85.4,9/18/2019
Gary,IN,124,41.6,-87.4,9/18/2019
Manteno,IL,127,41.3,-87.8,9/18/2019
Goshen,IN,47,41.6,-85.8,9/18/2019
South Haven,MI,1100,42.4,-86.3,9/18/2019
Saint Ignace,MI,50,45.8,-84.7,9/18/2019
Hammond,IN,187,41.6,-87.5,9/18/2019
Millersville,MD,100,39,-76.6,9/18/2019
Fremont,NE,50,41.4,-96.5,9/18/2019
Voorheesville,NY,85,42.6,-74,9/18/2019
Amherstburg,ON,220,42,-83,9/18/2019
Mcveytown,PA,14,40.5,-77.8,9/18/2019
Media,PA,68,39.9,-75.4,9/18/2019
Litchfield,CT,48,41.7,-73.2,9/18/2019
Union Pier,MI,80,41.8,-86.7,9/17/2019
Toronto,ON,87,43.6,-79.4,9/17/2019
North Grafton,MA,75,42.2,-71.7,9/17/2019
Carthage,IN,74,39.7,-85.6,9/17/2019
Amherstburg,ON,7600,42,-83,9/17/2019
Rockwood,MI,3000,42.1,-83.2,9/17/2019
Lambertville,MI,1500,41.8,-83.6,9/17/2019
Fennville,MI,25,42.6,-86.1,9/17/2019
Toledo,OH,10000,41.7,-83.6,9/17/2019
Mannford,OK,18,36.1,-96.4,9/17/2019
Voorheesville,NY,77,42.6,-74,9/17/2019
Amherstburg,ON,7600,42,-83,9/17/2019
Mcveytown,PA,24,40.5,-77.8,9/17/2019
Media,PA,26,39.9,-75.4,9/17/2019
New Ringgold,PA,118,40.6,-76,9/17/2019
Litchfield,CT,30,41.7,-73.2,9/17/2019
Wyandotte,MI,900,42.2,-83.2,9/16/2019
South Huron,ON,1000,43.3,-81.8,9/16/2019
Carleton,MI,200,42,-83.4,9/16/2019
Scranton,PA,40,41.4,-75.7,9/16/2019
Monroe,MI,100,41.9,-83.4,9/16/2019
Wyandotte,MI,200,42.2,-83.2,9/16/2019
Mentor,OH,52,41.7,-81.3,9/16/2019
Unionville,MI,50,43.6,-83.4,9/16/2019
Chatham-Kent,ON,350,42.4,-82.2,9/16/2019
Brownstown,MI,30000,42.1,-83.2,9/16/2019
Monroe,MI,600,41.9,-83.5,9/16/2019
Temperance,MI,1000,41.8,-83.6,9/16/2019
North Grafton,MA,100,42.2,-71.7,9/16/2019
Oakland,IA,30,41.3,-95.4,9/16/2019
New Boston,MI,2000,42.2,-83.4,9/16/2019
Jesup,IA,75,42.5,-92.1,9/16/2019
Amherstburg,ON,8250,42,-83,9/16/2019
Town of Langdon,NH,9,43.2,-72.3,9/16/2019
Du Bois,PA,224,41.1,-78.8,9/16/2019
Voorheesville,NY,178,42.6,-74,9/16/2019
Amherstburg,ON,8250,42,-83,9/16/2019
Mcveytown,PA,372,40.5,-77.8,9/16/2019
Media,PA,17,39.9,-75.4,9/16/2019
New Ringgold,PA,164,40.6,-76,9/16/2019
Litchfield,CT,16,41.7,-73.2,9/16/2019
Athens,NY,38,42.3,-73.8,9/15/2019
Chatham-Kent,ON,800,42.4,-82.2,9/15/2019
Harrison Township,MI,2000,42.6,-82.8,9/15/2019
Tawas City,MI,20,44.2,-83.6,9/15/2019
Napoleon,OH,1500,41.4,-84.2,9/15/2019
Milwaukee,WI,300,43,-88,9/15/2019
Coxsackie,NY,110,42.4,-73.8,9/15/2019
New Baltimore,MI,300,42.7,-82.8,9/15/2019
Goodells,MI,100,43,-82.7,9/15/2019
Plymouth,WI,250,43.8,-88,9/15/2019
Leonard,MI,40,42.8,-83.2,9/15/2019
Ozone Park,NY,20,40.7,-73.9,9/15/2019
Hurley,NY,100,41.9,-74.1,9/15/2019
Southwold,ON,100,42.7,-81.3,9/15/2019
Clarington,ON,614,43.9,-78.6,9/15/2019
Unionville,MI,100,43.6,-83.5,9/15/2019
Voorheesville,NY,354,42.6,-74,9/15/2019
Amherstburg,ON,39,42,-83,9/15/2019
Mcveytown,PA,217,40.5,-77.8,9/15/2019
Media,PA,8,39.9,-75.4,9/15/2019
New Ringgold,PA,32,40.6,-76,9/15/2019
Litchfield,CT,27,41.7,-73.2,9/15/2019
Chicago,IL,37,42,-87.7,9/14/2019
Utica,MI,35,42.7,-83.1,9/14/2019
New Baltimore,MI,100,42.7,-82.7,9/14/2019
Mukwonago,WI,300,42.9,-88.3,9/14/2019
Claflin,KS,44,38.4,-98.6,9/14/2019
Mount Horeb,WI,67,43,-89.7,9/14/2019
New Baltimore,MI,200,42.7,-82.8,9/14/2019
Sterling Heights,MI,39,42.6,-83,9/14/2019
Ajax,ON,72,43.8,-79,9/14/2019
Crown Point,IN,50,41.4,-87.3,9/14/2019
Madison,WI,36,43.1,-89.4,9/14/2019
Utica,MI,35,42.7,-83,9/14/2019
Petrolia,ON,1000,42.9,-82.1,9/14/2019
St Clair,ON,50,42.5,-82.7,9/14/2019
Sawyer,MI,104,41.9,-86.6,9/14/2019
Voorheesville,NY,25,42.6,-74,9/14/2019
Amherstburg,ON,128,42,-83,9/14/2019
New Ringgold,PA,16,40.6,-76,9/14/2019
Saint Clair Shores,MI,136,42.5,-82.9,9/13/2019
Lakeshore,ON,95,42.2,-82.8,9/13/2019
Rochester,MI,32,42.6,-83.2,9/13/2019
Harrison Township,MI,300,42.6,-82.8,9/13/2019
Roseville,MI,30,42.5,-82.9,9/13/2019
Sarnia,ON,5000,43,-82.4,9/13/2019
Verona,WI,75,43,-89.5,9/13/2019
Chatham-Kent,ON,1500,42.4,-82.2,9/13/2019
Cleveland,OH,600,41.5,-81.7,9/13/2019
Painesville,OH,50,41.8,-81.3,9/13/2019
Perry,OH,500,41.8,-81.2,9/13/2019
Cleveland,OH,1000,41.5,-81.7,9/13/2019
Marine City,MI,1000,42.7,-82.5,9/13/2019
Point Pelee National Park,ON,3600,41.9,-82.5,9/13/2019
Madison,WI,1000,43.1,-89.4,9/13/2019
Harrison Township,MI,75,42.6,-82.8,9/13/2019
Dearborn,MI,13,42.3,-83.3,9/13/2019
Milwaukee,WI,2470,43,-88,9/13/2019
Voorheesville,NY,683,42.6,-74,9/13/2019
Amherstburg,ON,167,42,-83,9/13/2019
Mcveytown,PA,29,40.5,-77.8,9/13/2019
Media,PA,3,39.9,-75.4,9/13/2019
New Ringgold,PA,68,40.6,-76,9/13/2019
Litchfield,CT,31,41.7,-73.2,9/13/2019
Stapleton,NE,30,41.3,-100.7,9/12/2019
Urbana,IL,100,40.1,-88.2,9/12/2019
Voorheesville,NY,90,42.6,-74,9/12/2019
Amherstburg,ON,500,42,-83,9/12/2019
Mcveytown,PA,83,40.5,-77.8,9/12/2019
Media,PA,5,39.9,-75.4,9/12/2019
Waukesha,WI,42,43,-88.2,9/11/2019
Toronto,ON,50,43.7,-79.4,9/11/2019
Toronto,ON,50,43.7,-79.4,9/11/2019
Burlington,ON,10,43.3,-79.8,9/11/2019
Milwaukee,WI,65,43,-87.9,9/11/2019
Greendale,WI,500,42.9,-88,9/11/2019
Milwaukee,WI,20,43,-88,9/11/2019
Toronto,ON,183,43.6,-79.4,9/11/2019
Big Bend,WI,36,42.9,-88.2,9/11/2019
Luzerne,IA,300,41.9,-92.2,9/11/2019
Toronto,ON,40,43.7,-79.5,9/11/2019
Beaver Dam,WI,140,43.4,-88.9,9/11/2019
Putney,VT,50,42.9,-72.5,9/11/2019
Madison,WI,300,43,-89.3,9/11/2019
Clarington,ON,1000,44.1,-78.8,9/11/2019
Hammond,IN,115,41.6,-87.5,9/11/2019
Voorheesville,NY,36,42.6,-74,9/11/2019
Amherstburg,ON,66,42,-83,9/11/2019
Mcveytown,PA,147,40.5,-77.8,9/11/2019
New Ringgold,PA,13,40.6,-76,9/11/2019
South Milwaukee,WI,50,42.9,-87.9,9/10/2019
Sarnia,ON,1000,43,-82.3,9/10/2019
Saint Joseph,MI,100,42.1,-86.5,9/10/2019
Trempealeau,WI,125,44,-91.4,9/10/2019
Monroe,MI,100,41.9,-83.3,9/10/2019
Milwaukee,WI,84,43,-88,9/10/2019
Avon Lake,OH,5,41.5,-82,9/10/2019
Marquette,IA,78,43,-91.2,9/10/2019
Ontario,NY,600,43.2,-77.3,9/10/2019
Milwaukee,WI,42,43,-87.9,9/10/2019
Eastlake,OH,80,41.6,-81.5,9/10/2019
Milwaukee,WI,30,43,-88.1,9/10/2019
Madison,WI,36,43.1,-89.3,9/10/2019
Saranac Lake,NY,50,44.3,-74.2,9/10/2019
Eulalia Twp,PA,79,41.8,-78,9/10/2019
Voorheesville,NY,52,42.6,-74,9/10/2019
Amherstburg,ON,120,42,-83,9/10/2019
Mcveytown,PA,101,40.5,-77.8,9/10/2019
New Ringgold,PA,37,40.6,-76,9/10/2019
Crestline,OH,100,40.8,-82.7,9/9/2019
Marion,OH,47,40.6,-83.1,9/9/2019
South Milwaukee,WI,246,42.9,-87.9,9/9/2019
Galion,OH,105,40.7,-82.8,9/9/2019
Le Mars,IA,200,42.7,-96.1,9/9/2019
Oakland,NE,500,41.8,-96.5,9/9/2019
Maumee Bay,OH,1000,41.7,-83.4,9/9/2019
Painesville,OH,30,41.8,-81.3,9/9/2019
Port Clinton,OH,10000,41.5,-82.9,9/9/2019
New Paris,PA,200,40.1,-78.7,9/9/2019
Sawyer,MI,12,41.9,-86.6,9/9/2019
Voorheesville,NY,102,42.6,-74,9/9/2019
Amherstburg,ON,3553,42,-83,9/9/2019
Mcveytown,PA,48,40.5,-77.8,9/9/2019
New Ringgold,PA,127,40.6,-76,9/9/2019
Litchfield,CT,59,41.7,-73.2,9/9/2019
Greenwich,CT,39,41.1,-73.7,9/9/2019
Cleveland,OH,18,41.5,-81.7,9/8/2019
Waunakee,WI,57,43.1,-89.4,9/8/2019
Ajax,ON,128,43.8,-79,9/8/2019
Oak Harbor,OH,20,41.6,-83.2,9/8/2019
Shelby,MI,3000,43.6,-86.4,9/8/2019
North Canton,OH,100,40.9,-81.4,9/8/2019
Lake Michigan Beach,MI,100000,42.2,-86.4,9/8/2019
Melbourne,IA,106,41.9,-93.1,9/8/2019
South Haven,MI,500,42.5,-86.2,9/8/2019
Montague,MI,12000,43.5,-86.5,9/8/2019
Holland,MI,300,42.8,-86.2,9/8/2019
Saugatuck,MI,4000,42.7,-86.2,9/8/2019
Rhodes,IA,457,41.9,-93.2,9/8/2019
Hamilton,ON,170,43.3,-79.9,9/8/2019
Burlington,ON,1000,43.3,-79.8,9/8/2019
Shelby,MI,200,43.6,-86.5,9/8/2019
Brantford,ON,500,43.1,-80.2,9/8/2019
Clearville Park,ON,15000,42.5,-81.7,9/8/2019
Rapid River,MI,81,45.7,-87,9/8/2019
Michigan City,IN,1000,41.7,-86.9,9/8/2019
Lakeside Marblehead,OH,20,41.5,-82.7,9/8/2019
Brighton,ON,500000,44,-77.7,9/8/2019
Voorheesville,NY,28,42.6,-74,9/8/2019
Amherstburg,ON,27,42,-83,9/8/2019
Mcveytown,PA,172,40.5,-77.8,9/8/2019
Media,PA,6,39.9,-75.4,9/8/2019
New Ringgold,PA,16,40.6,-76,9/8/2019
Greenwich,CT,21,41.1,-73.7,9/8/2019
Millersburg,MI,300,45.5,-84.1,9/7/2019
Harrisville,MI,134,44.6,-83.3,9/7/2019
Ajax,ON,3600,43.8,-79,9/7/2019
Hamilton,ON,450,43.3,-79.9,9/7/2019
Burlington,ON,450,43.3,-79.8,9/7/2019
Cleveland,OH,300,41.5,-81.7,9/7/2019
Montague,MI,150,43.5,-86.5,9/7/2019
Orwell,OH,100,41.6,-80.9,9/7/2019
Chatham-Kent,ON,1200,42.5,-81.7,9/7/2019
Stonington Peninsula,MI,300,45.7,-87,9/7/2019
Manitoulin,ON,25,45.9,-83.2,9/7/2019
Clarington,ON,500000,43.9,-78.6,9/7/2019
Voorheesville,NY,57,42.7,-74,9/7/2019
Amherstburg,ON,165,42,-83,9/7/2019
Mcveytown,PA,73,40.5,-77.8,9/7/2019
New Ringgold,PA,18,40.6,-76,9/7/2019
Litchfield,CT,5,41.7,-73.2,9/7/2019
Greenwich,CT,14,41.1,-73.7,9/7/2019
Detroit,MI,18,42.2,-83.4,9/6/2019
Rideau Lakes,ON,100,44.6,-76.4,9/6/2019
Cleveland,OH,15,41.5,-81.6,9/6/2019
Continental,OH,300,41.1,-84.2,9/6/2019
Amherstburg,ON,296,42,-83,9/6/2019
Mcveytown,PA,38,40.5,-77.8,9/6/2019
New Ringgold,PA,3,40.6,-76,9/6/2019
Toronto,ON,29,43.6,-79.4,9/5/2019
Toronto,ON,100,43.7,-79.4,9/5/2019
South Haven,MI,30,42.4,-86.3,9/5/2019
Saint Louis,MO,20,38.6,-90.2,9/5/2019
Selwyn,ON,25,44.4,-78.3,9/5/2019
Minneapolis,MN,50,44.9,-93.3,9/5/2019
Amherstburg,ON,145,42,-83,9/5/2019
Mcveytown,PA,9,40.5,-77.8,9/5/2019
Media,PA,9,39.9,-75.4,9/5/2019
New Ringgold,PA,7,40.6,-76,9/5/2019
Litchfield,CT,12,41.7,-73.2,9/5/2019
Greenwich,CT,151,41.1,-73.7,9/5/2019
Shelter Island,MI,200,45.9,-83.6,9/4/2019
Harrisville State Park,MI,541,44.6,-83.3,9/4/2019
East Tawas,MI,173,44.3,-83.5,9/4/2019
Albert Lea,MN,20,43.7,-93.1,9/4/2019
Austin,MN,100,43.7,-93,9/4/2019
Hartville,WY,7,42.3,-104.8,9/4/2019
Toronto,ON,200,43.8,-79.1,9/4/2019
Amherstburg,ON,76,42,-83,9/4/2019
Mcveytown,PA,23,40.5,-77.8,9/4/2019
New Ringgold,PA,5,40.6,-76,9/4/2019
Greenwich,CT,4,41.1,-73.7,9/4/2019
Bricelyn,MN,20,43.6,-93.8,9/3/2019
Mount Holly,VT,40,43.5,-72.8,9/3/2019
Toronto,ON,1001,43.7,-79.4,9/3/2019
Town of Duane,NY,50,44.7,-74.2,9/3/2019
Amherstburg,ON,18,42,-83,9/3/2019
Mcveytown,PA,14,40.5,-77.8,9/3/2019
New Ringgold,PA,3,40.6,-76,9/3/2019
Greenwich,CT,13,41.1,-73.7,9/3/2019
Toronto,ON,55,43.7,-79.4,9/2/2019
Toronto,ON,16,43.6,-79.5,9/2/2019
Manistique,MI,20,45.9,-86.2,9/2/2019
Neenah,WI,100,44.2,-88.5,9/2/2019
Weiler-Leopold Nature Preserve,IN,100,40.4,-87.1,9/2/2019
Amherstburg,ON,83,42,-83,9/2/2019
Mcveytown,PA,13,40.5,-77.8,9/2/2019
New Ringgold,PA,3,40.6,-76,9/2/2019
Saint Ignace,MI,200,46,-85,9/1/2019
Manistique,MI,200,45.9,-86.2,9/1/2019
Killarney,ON,100,46,-81.5,9/1/2019
Marblehead,OH,25,41.5,-82.7,9/1/2019
Mcveytown,PA,11,40.5,-77.8,9/1/2019
New Ringgold,PA,8,40.6,-76,9/1/2019
Minnetonka,MN,50,44.9,-93.5,8/31/2019
Town of Egg Harbor,WI,400,45,-87.4,8/31/2019
Lutsen,MN,50,47.7,-90.6,8/31/2019
New Ringgold,PA,13,40.6,-76,8/31/2019
,MI,409,44.6,-83.3,8/30/2019
Suamico,WI,45,44.6,-88,8/30/2019
Saint Paul,MN,100,45,-93,8/30/2019
New Ringgold,PA,3,40.6,-76,8/30/2019
Minneapolis,MN,50,45,-93.2,8/29/2019
Savage,MN,75,44.8,-93.4,8/29/2019
Saint Paul,MN,100,45,-93,8/29/2019
New Ringgold,PA,7,40.6,-76,8/29/2019
Enid,OK,30,36.4,-97.9,8/28/2019
Wilmette,IL,15,42.1,-87.7,8/28/2019
Two Rivers,WI,300,44.1,-87.6,8/28/2019
New Ringgold,PA,3,40.6,-76,8/28/2019
Henderson,MN,100,44.5,-93.9,8/27/2019
Town of Belle Plaine,WI,58,44.8,-88.6,8/27/2019
Minneapolis,MN,30,44.9,-93.3,8/27/2019
Trempealeau,WI,40,44,-91.4,8/27/2019
New Ringgold,PA,8,40.6,-76,8/26/2019
Marblehead,OH,55,41.5,-82.7,8/25/2019
New Ringgold,PA,14,40.6,-76,8/25/2019
Greenwich,CT,4,41.1,-73.7,8/25/2019
New Ringgold,PA,27,40.6,-76,8/24/2019
Greenwich,CT,18,41.1,-73.7,8/24/2019
New Ringgold,PA,7,40.6,-76,8/23/2019
Greenwich,CT,3,41.1,-73.7,8/23/2019
Minneapolis,MN,95,45,-93.2,8/22/2019
New Ringgold,PA,15,40.6,-76,8/22/2019
New Ringgold,PA,3,40.6,-76,8/20/2019
New Ringgold,PA,15,40.6,-76,8/19/2019
Soda Springs,CA,300,39.3,-120.4,8/18/2019
New Ringgold,PA,11,40.6,-76,8/18/2019
New Ringgold,PA,6,40.6,-76,8/17/2019
New Ringgold,PA,6,40.6,-76,8/16/2019
New Ringgold,PA,4,40.6,-76,8/15/2019
Beach Haven,NJ,100,39.7,-74.1,8/11/2019
East Garafraxa,ON,109,43.9,-80.2,8/7/2019
Port Lavaca,TX,1,28.5,-96.7,12/4/2000
Pensacola,FL,1,30.4,-87.2,10/29/2000
Santa Catarina,NL,1,25.5,-100.4,10/28/2000
campbell,TX,1,33.1,-95.9,10/27/2000
Forest Park,GA,1,33.6,-84.4,10/27/2000
Piedras Negras,COA,1,28.6,-100.3,10/25/2000
Teotihuacan,MEX,1,19.5,-99,10/22/2000
Sonora,TX,1,30.5,-100.5,10/22/2000
Pecos River,TX,1,29.7,-95.6,10/22/2000
San Antonio,TX,1,29.5,-98.5,10/20/2000
Demorest,GA,1,34.6,-83.6,10/19/2000
Montgomery,AL,1,32.4,-86.3,10/18/2000
brooksville,FL,1,28.6,-82.4,10/18/2000
brooksville,FL,1,28.6,-82.4,10/18/2000
San Antonio,TX,1,29.5,-98.5,10/18/2000
Port Lavaca,TX,1,28.5,-96.7,10/18/2000
Blanco,TX,1,30.1,-98.4,10/18/2000
Monterrey,NL,1,25.7,-100.3,10/18/2000
Angangueo,MIC,1,19.6,-100.3,10/18/2000
Saltillo,COA,1,25.4,-101,10/18/2000
Matehuala,SLP,1,23.7,-100.7,10/18/2000
La Ciénega,GUA,1,21.3,-100.5,10/18/2000
Sapulpa,OK,1,36,-96.1,10/17/2000
Liberty Hill,TX,1,30.7,-97.9,10/17/2000
Brownwood,TX,1,31.6,-99,10/16/2000
Boca Raton,FL,1,26.3,-80.1,10/15/2000
Campbell,TX,1,33.1,-95.9,10/15/2000
Monterrey,NL,1,25.7,-100.3,10/15/2000
Gulf Breeze,FL,1,30.4,-87.1,10/14/2000
Corpus Christi,TX,1,27.8,-97.4,10/13/2000
Austin,TX,1,30.2,-97.4,10/12/2000
Kingsland,TX,1,30.7,-98.5,10/12/2000
Montgomery,AL,1,32.4,-86.3,10/11/2000
Austin,TX,1,30.2,-97.7,10/11/2000
Pensacola,FL,1,30.4,-87.2,10/11/2000
Port Lavaca,TX,1,28.5,-96.7,10/11/2000
Georgetown,TX,1,30.6,-97.7,10/11/2000
"Texarkana,",AR,1,33.5,-93.9,10/11/2000
Midland,TX,1,32,-102.1,10/10/2000
Burnet,TX,1,30.5,-98.1,10/10/2000
Assateague Island,VA,1,38.1,-75.1,10/9/2000
Feyetteville,AR,1,36,-94.1,10/9/2000
Victoria,TX,1,28.8,-97,10/7/2000
Anniston,AL,1,33.7,-85.8,10/6/2000
Richardson,TX,1,33,-96.7,10/6/2000
Garland,TX,1,32.9,-96.6,10/6/2000
Fayetteville,AR,1,36,-94.1,10/6/2000
Clarkesville,GA,1,34.7,-83.5,10/6/2000
Columbus,MS,1,33.3,-88.3,10/5/2000
Broken Arrow,OK,1,36,-95.8,10/5/2000
Hartselle,AL,1,34.4,-86.9,10/5/2000
Richardson,TX,1,33,-96.7,10/5/2000
Richardson,TX,1,33,-96.7,10/5/2000
"Wichita Falls,",TX,1,33.5,-98.3,10/5/2000
St Augustine,FL,1,29.8,-81.2,10/5/2000
Lawton,OK,1,34.5,-98.3,10/5/2000
Kings Bay,GA,1,30.8,-81.8,10/5/2000
Clarkesville,GA,1,34.7,-83.5,10/5/2000
Woodbridge,NJ,1,40.6,-74.3,10/4/2000
Pickens,SC,1,34.9,-82.7,10/4/2000
Glengary,WV,1,39.2,-78.1,10/4/2000
"Wichita Falls,",TX,1,33.5,-98.3,10/4/2000
Gainesville,GA,1,34.3,-83.8,10/4/2000
Broken Arrow,OK,1,36,-95.8,10/4/2000
Houston,TX,1,29.8,-95.4,10/4/2000
Bronte,TX,1,31.9,-100.3,10/4/2000
Richardson,TX,1,32.6,-96.4,10/4/2000
Richardson,TX,1,32.6,-96.4,10/4/2000
"Washington, D. C.",DC,1,38.9,-77,10/4/2000
Saltillo,COA,1,25.4,-101,10/3/2000
Montgomery,AL,1,32.2,-86.1,10/3/2000
Asheville,NC,1,35.6,-82.6,10/3/2000
Broken Arrow,OK,1,36,-95.8,10/3/2000
Mission,TX,1,26.3,-98.4,10/3/2000
Yonkers,NY,1,40.9,-73.9,10/3/2000
Woodbridge,NJ,1,40.6,-74.3,10/2/2000
New Hampton,NY,1,41.3,-74.5,10/2/2000
